plan_id,role,requirement_id,field,genai_value,python_value,result,validation_status
1,Customer Success Coordinator,-,source_traceability,(none),source_document_id required,Unsupported,Source Support Missing
1,Customer Success Coordinator,-,source_traceability,(none),source_document_id required,Unsupported,Source Support Missing
1,Customer Success Coordinator,-,source_traceability,(none),source_document_id required,Unsupported,Source Support Missing
1,Customer Success Coordinator,-,source_traceability,(none),source_document_id required,Unsupported,Source Support Missing
1,Customer Success Coordinator,-,source_traceability,(none),source_document_id required,Unsupported,Source Support Missing
1,Customer Success Coordinator,-,source_traceability,(none),source_document_id required,Unsupported,Source Support Missing
1,Customer Success Coordinator,-,source_traceability,(none),source_document_id required,Unsupported,Source Support Missing
1,Customer Success Coordinator,-,source_traceability,(none),source_document_id required,Unsupported,Source Support Missing
1,Customer Success Coordinator,-,source_traceability,(none),source_document_id required,Unsupported,Source Support Missing
1,Customer Success Coordinator,-,source_traceability,(none),source_document_id required,Unsupported,Source Support Missing
1,Customer Success Coordinator,-,source_traceability,(none),source_document_id required,Unsupported,Source Support Missing
1,Customer Success Coordinator,-,source_traceability,(none),source_document_id required,Unsupported,Source Support Missing
1,Customer Success Coordinator,-,source_traceability,(none),source_document_id required,Unsupported,Source Support Missing
1,Customer Success Coordinator,-,learning_sequence,Module M003 prerequisite missing/out of order: NSF-R01-02,valid sequence required,Mismatch,Sequence Error
1,Customer Success Coordinator,-,learning_sequence,Module M004 prerequisite missing/out of order: NSF-R01-03,valid sequence required,Mismatch,Sequence Error
1,Customer Success Coordinator,-,learning_sequence,Module M005 prerequisite missing/out of order: NSF-R01-04,valid sequence required,Mismatch,Sequence Error
1,Customer Success Coordinator,-,learning_sequence,Module M006 prerequisite missing/out of order: NSF-R01-05,valid sequence required,Mismatch,Sequence Error
1,Customer Success Coordinator,-,learning_sequence,Module M007 prerequisite missing/out of order: NSF-R01-06,valid sequence required,Mismatch,Sequence Error
1,Customer Success Coordinator,-,learning_sequence,Module M008 prerequisite missing/out of order: NSF-R01-07,valid sequence required,Mismatch,Sequence Error
1,Customer Success Coordinator,-,learning_sequence,Module M009 prerequisite missing/out of order: NSF-R01-08,valid sequence required,Mismatch,Sequence Error
1,Customer Success Coordinator,-,learning_sequence,Module M010 prerequisite missing/out of order: NSF-R01-09,valid sequence required,Mismatch,Sequence Error
1,Customer Success Coordinator,-,learning_sequence,Module M011 prerequisite missing/out of order: NSF-R01-10,valid sequence required,Mismatch,Sequence Error
1,Customer Success Coordinator,-,learning_sequence,Module M012 prerequisite missing/out of order: NSF-R01-11,valid sequence required,Mismatch,Sequence Error
1,Customer Success Coordinator,-,learning_sequence,Module M013 prerequisite missing/out of order: NSF-R01-12,valid sequence required,Mismatch,Sequence Error
1,Customer Success Coordinator,-,learning_sequence,Module M014 prerequisite missing/out of order: NSF-R01-13,valid sequence required,Mismatch,Sequence Error
1,Customer Success Coordinator,-,learning_sequence,Module M015 prerequisite missing/out of order: NSF-R01-14,valid sequence required,Mismatch,Sequence Error
1,Customer Success Coordinator,-,learning_sequence,Module M016 prerequisite missing/out of order: NSF-R01-15,valid sequence required,Mismatch,Sequence Error
14,Software Engineer,REQ-001,mandatory_coverage,Covered,Required,Match,Verified
14,Software Engineer,REQ-002,mandatory_coverage,Covered,Required,Match,Verified
14,Software Engineer,REQ-008,mandatory_coverage,Covered,Required,Match,Verified
14,Software Engineer,REQ-009,mandatory_coverage,Covered,Required,Match,Verified
14,Software Engineer,REQ-010,mandatory_coverage,Covered,Required,Match,Verified
5,Customer Success Coordinator,NSF-R01-01,mandatory_coverage,Covered,Required,Match,Verified
5,Customer Success Coordinator,NSF-R01-02,mandatory_coverage,Covered,Required,Match,Verified
5,Customer Success Coordinator,NSF-R01-03,mandatory_coverage,Covered,Required,Match,Verified
5,Customer Success Coordinator,NSF-R01-04,mandatory_coverage,Covered,Required,Match,Verified
5,Customer Success Coordinator,NSF-R01-05,mandatory_coverage,Covered,Required,Match,Verified
5,Customer Success Coordinator,NSF-R01-06,mandatory_coverage,Covered,Required,Match,Verified
5,Customer Success Coordinator,NSF-R01-07,mandatory_coverage,Covered,Required,Match,Verified
5,Customer Success Coordinator,NSF-R01-08,mandatory_coverage,Covered,Required,Match,Verified
5,Customer Success Coordinator,PROBE-R1,mandatory_coverage,Covered,Required,Match,Verified
5,Customer Success Coordinator,NSF-R01-09,optional_coverage,Covered,Optional,Match,Verified
5,Customer Success Coordinator,NSF-R01-10,optional_coverage,Covered,Optional,Match,Verified
5,Customer Success Coordinator,NSF-R01-11,optional_coverage,Covered,Optional,Match,Verified
5,Customer Success Coordinator,NSF-R01-12,optional_coverage,Covered,Optional,Match,Verified
5,Customer Success Coordinator,NSF-R01-13,optional_coverage,Covered,Optional,Match,Verified
5,Customer Success Coordinator,NSF-R01-14,optional_coverage,Covered,Optional,Match,Verified
5,Customer Success Coordinator,NSF-R01-15,optional_coverage,Covered,Optional,Match,Verified
5,Customer Success Coordinator,NSF-R01-16,optional_coverage,Covered,Optional,Match,Verified
6,Field Service Technician,NSF-R02-01,mandatory_coverage,Covered,Required,Match,Verified
6,Field Service Technician,NSF-R02-02,mandatory_coverage,Covered,Required,Match,Verified
6,Field Service Technician,NSF-R02-03,mandatory_coverage,Covered,Required,Match,Verified
6,Field Service Technician,NSF-R02-04,mandatory_coverage,Covered,Required,Match,Verified
6,Field Service Technician,NSF-R02-05,mandatory_coverage,Covered,Required,Match,Verified
6,Field Service Technician,NSF-R02-06,mandatory_coverage,Covered,Required,Match,Verified
6,Field Service Technician,NSF-R02-07,mandatory_coverage,Covered,Required,Match,Verified
6,Field Service Technician,NSF-R02-08,mandatory_coverage,Covered,Required,Match,Verified
6,Field Service Technician,NSF-R02-09,optional_coverage,Covered,Optional,Match,Verified
6,Field Service Technician,NSF-R02-10,optional_coverage,Covered,Optional,Match,Verified
6,Field Service Technician,NSF-R02-11,optional_coverage,Covered,Optional,Match,Verified
6,Field Service Technician,NSF-R02-12,optional_coverage,Covered,Optional,Match,Verified
6,Field Service Technician,NSF-R02-13,optional_coverage,Covered,Optional,Match,Verified
6,Field Service Technician,NSF-R02-14,optional_coverage,Covered,Optional,Match,Verified
6,Field Service Technician,NSF-R02-15,optional_coverage,Covered,Optional,Match,Verified
6,Field Service Technician,NSF-R02-16,optional_coverage,Covered,Optional,Match,Verified
7,Field Service Technician,NSF-R02-01,mandatory_coverage,Covered,Required,Match,Verified
7,Field Service Technician,NSF-R02-02,mandatory_coverage,Covered,Required,Match,Verified
7,Field Service Technician,NSF-R02-03,mandatory_coverage,Covered,Required,Match,Verified
7,Field Service Technician,NSF-R02-04,mandatory_coverage,Covered,Required,Match,Verified
7,Field Service Technician,NSF-R02-05,mandatory_coverage,Covered,Required,Match,Verified
7,Field Service Technician,NSF-R02-06,mandatory_coverage,Covered,Required,Match,Verified
7,Field Service Technician,NSF-R02-07,mandatory_coverage,Covered,Required,Match,Verified
7,Field Service Technician,NSF-R02-08,mandatory_coverage,Covered,Required,Match,Verified
7,Field Service Technician,NSF-R02-09,optional_coverage,Covered,Optional,Match,Verified
7,Field Service Technician,NSF-R02-10,optional_coverage,Covered,Optional,Match,Verified
7,Field Service Technician,NSF-R02-11,optional_coverage,Covered,Optional,Match,Verified
7,Field Service Technician,NSF-R02-12,optional_coverage,Covered,Optional,Match,Verified
7,Field Service Technician,NSF-R02-13,optional_coverage,Covered,Optional,Match,Verified
7,Field Service Technician,NSF-R02-14,optional_coverage,Covered,Optional,Match,Verified
7,Field Service Technician,NSF-R02-15,optional_coverage,Covered,Optional,Match,Verified
7,Field Service Technician,NSF-R02-16,optional_coverage,Covered,Optional,Match,Verified
8,Field Service Technician,NSF-R02-01,mandatory_coverage,Covered,Required,Match,Verified
8,Field Service Technician,NSF-R02-02,mandatory_coverage,Covered,Required,Match,Verified
8,Field Service Technician,NSF-R02-03,mandatory_coverage,Covered,Required,Match,Verified
8,Field Service Technician,NSF-R02-04,mandatory_coverage,Covered,Required,Match,Verified
8,Field Service Technician,NSF-R02-05,mandatory_coverage,Covered,Required,Match,Verified
8,Field Service Technician,NSF-R02-06,mandatory_coverage,Covered,Required,Match,Verified
8,Field Service Technician,NSF-R02-07,mandatory_coverage,Covered,Required,Match,Verified
8,Field Service Technician,NSF-R02-08,mandatory_coverage,Covered,Required,Match,Verified
8,Field Service Technician,NSF-R02-09,optional_coverage,Covered,Optional,Match,Verified
8,Field Service Technician,NSF-R02-10,optional_coverage,Covered,Optional,Match,Verified
8,Field Service Technician,NSF-R02-11,optional_coverage,Covered,Optional,Match,Verified
8,Field Service Technician,NSF-R02-12,optional_coverage,Covered,Optional,Match,Verified
8,Field Service Technician,NSF-R02-13,optional_coverage,Covered,Optional,Match,Verified
8,Field Service Technician,NSF-R02-14,optional_coverage,Covered,Optional,Match,Verified
8,Field Service Technician,NSF-R02-15,optional_coverage,Covered,Optional,Match,Verified
8,Field Service Technician,NSF-R02-16,optional_coverage,Covered,Optional,Match,Verified
9,Field Service Technician,NSF-R02-01,mandatory_coverage,Covered,Required,Match,Verified
9,Field Service Technician,NSF-R02-02,mandatory_coverage,Covered,Required,Match,Verified
9,Field Service Technician,NSF-R02-03,mandatory_coverage,Covered,Required,Match,Verified
9,Field Service Technician,NSF-R02-04,mandatory_coverage,Covered,Required,Match,Verified
9,Field Service Technician,NSF-R02-05,mandatory_coverage,Covered,Required,Match,Verified
9,Field Service Technician,NSF-R02-06,mandatory_coverage,Covered,Required,Match,Verified
9,Field Service Technician,NSF-R02-07,mandatory_coverage,Covered,Required,Match,Verified
9,Field Service Technician,NSF-R02-08,mandatory_coverage,Covered,Required,Match,Verified
9,Field Service Technician,NSF-R02-09,optional_coverage,Covered,Optional,Match,Verified
9,Field Service Technician,NSF-R02-10,optional_coverage,Covered,Optional,Match,Verified
9,Field Service Technician,NSF-R02-11,optional_coverage,Covered,Optional,Match,Verified
9,Field Service Technician,NSF-R02-12,optional_coverage,Covered,Optional,Match,Verified
9,Field Service Technician,NSF-R02-13,optional_coverage,Covered,Optional,Match,Verified
9,Field Service Technician,NSF-R02-14,optional_coverage,Covered,Optional,Match,Verified
9,Field Service Technician,NSF-R02-15,optional_coverage,Covered,Optional,Match,Verified
9,Field Service Technician,NSF-R02-16,optional_coverage,Covered,Optional,Match,Verified
10,Field Service Technician,NSF-R02-01,mandatory_coverage,Covered,Required,Match,Verified
10,Field Service Technician,NSF-R02-02,mandatory_coverage,Covered,Required,Match,Verified
10,Field Service Technician,NSF-R02-03,mandatory_coverage,Covered,Required,Match,Verified
10,Field Service Technician,NSF-R02-04,mandatory_coverage,Covered,Required,Match,Verified
10,Field Service Technician,NSF-R02-05,mandatory_coverage,Covered,Required,Match,Verified
10,Field Service Technician,NSF-R02-06,mandatory_coverage,Covered,Required,Match,Verified
10,Field Service Technician,NSF-R02-07,mandatory_coverage,Covered,Required,Match,Verified
10,Field Service Technician,NSF-R02-08,mandatory_coverage,Covered,Required,Match,Verified
10,Field Service Technician,NSF-R02-09,optional_coverage,Covered,Optional,Match,Verified
10,Field Service Technician,NSF-R02-10,optional_coverage,Covered,Optional,Match,Verified
10,Field Service Technician,NSF-R02-11,optional_coverage,Covered,Optional,Match,Verified
10,Field Service Technician,NSF-R02-12,optional_coverage,Covered,Optional,Match,Verified
10,Field Service Technician,NSF-R02-13,optional_coverage,Covered,Optional,Match,Verified
10,Field Service Technician,NSF-R02-14,optional_coverage,Covered,Optional,Match,Verified
10,Field Service Technician,NSF-R02-15,optional_coverage,Covered,Optional,Match,Verified
10,Field Service Technician,NSF-R02-16,optional_coverage,Covered,Optional,Match,Verified
15,HR Executive,REQ-005,mandatory_coverage,Covered,Required,Match,Verified
15,HR Executive,REQ-008,mandatory_coverage,Covered,Required,Match,Verified
15,HR Executive,REQ-009,mandatory_coverage,Covered,Required,Match,Verified
15,HR Executive,REQ-010,mandatory_coverage,Covered,Required,Match,Verified
16,Software Engineer,REQ-001,mandatory_coverage,Covered,Required,Match,Verified
16,Software Engineer,REQ-002,mandatory_coverage,Covered,Required,Match,Verified
16,Software Engineer,REQ-008,mandatory_coverage,Covered,Required,Match,Verified
16,Software Engineer,REQ-009,mandatory_coverage,Covered,Required,Match,Verified
16,Software Engineer,REQ-010,mandatory_coverage,Covered,Required,Match,Verified
17,Software Engineer,REQ-001,mandatory_coverage,Covered,Required,Match,Verified
17,Software Engineer,REQ-002,mandatory_coverage,Covered,Required,Match,Verified
17,Software Engineer,REQ-008,mandatory_coverage,Covered,Required,Match,Verified
17,Software Engineer,REQ-009,mandatory_coverage,Covered,Required,Match,Verified
17,Software Engineer,REQ-010,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-ENG-SOP-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,REQ-001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,REQ-002,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,REQ-008,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,REQ-009,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,REQ-010,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-HBK-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-HBK-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-HBK-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-HBK-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-HBK-001-AI-R005,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-HBK-001-AI-R006,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-HBK-001-AI-R007,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-HBK-001-AI-R008,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-HBK-001-AI-R009,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-HBK-001-AI-R010,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-HBK-001-AI-R011,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-HBK-001-AI-R012,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-HBK-001-AI-R013,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-HBK-001-AI-R014,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-HBK-001-AI-R016,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-HBK-001-AI-R018,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-HR-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-LEAVE-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-SEC-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-SEC-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-CON-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-PRIV-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-PRIV-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-PRIV-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-ENG-SOP-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-ENG-SOP-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-ENG-SOP-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-ENG-SOP-001-AI-R005,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-FIN-SOP-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-FIN-SOP-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-FIN-SOP-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-FIN-SOP-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-ROLE-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-ROLE-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-ROLE-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-ROLE-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-ROLE-001-AI-R005,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-ROLE-001-AI-R006,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-FAQ-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-FAQ-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-FAQ-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-FAQ-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-FAQ-001-AI-R005,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-FAQ-001-AI-R006,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-FAQ-001-AI-R007,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-FAQ-001-AI-R008,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-PROC-002-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-PROC-003-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-PROC-003-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-COMP-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-ESC-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-FAQ-002-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-PROC-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-PROC-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-PROC-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-PROC-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-PROC-001-AI-R005,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-PROC-001-AI-R006,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-PROC-001-AI-R007,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-R001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-R002,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-R003,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-R004,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-R005,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-R006,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-R025,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-2-R008,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-3-R001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-4-R001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-R026,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-2-R001,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-2-R009,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-3-R002,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-4-R002,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-2-R010,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-4-R003,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-R021,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-4-R004,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-R022,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-R023,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEXORA-2-R002,mandatory_coverage,Covered,Required,Match,Verified
21,Software Engineer,NEX-HBK-001-AI-R015,optional_coverage,Covered,Optional,Match,Verified
21,Software Engineer,NEX-HBK-001-AI-R017,optional_coverage,Covered,Optional,Match,Verified
21,Software Engineer,NEX-HBK-001-AI-R019,optional_coverage,Covered,Optional,Match,Verified
21,Software Engineer,NEXORA-R024,optional_coverage,Covered,Optional,Match,Verified
21,Software Engineer,NEXORA-R028,optional_coverage,Covered,Optional,Match,Verified
21,Software Engineer,NEXORA-3-R003,optional_coverage,Covered,Optional,Match,Verified
21,Software Engineer,-,contradiction,Task 'Study NEX-HBK-001-AI-R008' may violate mandatory rule: Employees must not share credentials.,consistent policy required,Mismatch,Contradiction Detected
21,Software Engineer,-,contradiction,Task 'Study NEX-HBK-001-AI-R009' may violate mandatory rule: Employees must not disable security controls.,consistent policy required,Mismatch,Contradiction Detected
21,Software Engineer,-,contradiction,Task 'Study NEX-HBK-001-AI-R010' may violate mandatory rule: Employees must not upload confidential information to personal drives or unapproved AI services.,consistent policy required,Mismatch,Contradiction Detected
